time [h]	Qevap [W]
0	16800.00
1	16800.00
2	16800.00
3	0.00
4	0.00
5	0.00
6	0.00
7	0.00
8	16800.00
9	16800.00
10	16800.00
11	16800.00
12	16800.00
13	0.00
14	0.00
15	0.00
16	16800.00
17	16800.00
18	16800.00
19	16800.00
20	16800.00
21	16800.00
22	0.00
23	0.00
24	0.00
25	0.00
26	0.00
27	0.00
28	0.00
29	0.00
30	0.00
31	0.00
32	16800.00
33	16800.00
34	16800.00
35	16800.00
36	16800.00
37	16800.00
38	0.00
39	0.00
40	0.00
41	0.00
42	0.00
43	0.00
44	0.00
45	16800.00
46	16800.00
47	16800.00
48	16800.00
49	0.00
50	0.00
51	0.00
52	0.00
53	0.00
54	0.00
55	0.00
56	0.00
57	16800.00
58	16800.00
59	16800.00
60	16800.00
61	0.00
62	0.00
63	0.00
64	0.00
65	0.00
66	0.00
67	0.00
68	16800.00
69	16800.00
70	16800.00
71	16800.00
72	0.00
73	0.00
74	0.00
75	0.00
76	0.00
77	0.00
78	0.00
79	0.00
80	0.00
81	16800.00
82	16800.00
83	16800.00
84	16800.00
85	0.00
86	0.00
87	0.00
88	0.00
89	0.00
90	16800.00
91	16800.00
92	16800.00
93	16800.00
94	0.00
95	0.00
96	0.00
97	0.00
98	0.00
99	0.00
100	0.00
101	0.00
102	0.00
103	0.00
104	16800.00
105	16800.00
106	16800.00
107	16800.00
108	0.00
109	0.00
110	0.00
111	0.00
112	0.00
113	16800.00
114	16800.00
115	16800.00
116	16800.00
117	0.00
118	0.00
119	0.00
120	0.00
121	0.00
122	0.00
123	0.00
124	0.00
125	0.00
126	0.00
127	0.00
128	16800.00
129	16800.00
130	16800.00
131	16800.00
132	0.00
133	0.00
134	0.00
135	0.00
136	0.00
137	0.00
138	0.00
139	0.00
140	0.00
141	0.00
142	16800.00
143	16800.00
144	16800.00
145	0.00
146	0.00
147	0.00
148	0.00
149	0.00
150	0.00
151	0.00
152	0.00
153	16800.00
154	16800.00
155	16800.00
156	0.00
157	0.00
158	0.00
159	0.00
160	0.00
161	0.00
162	0.00
163	0.00
164	0.00
165	16800.00
166	16800.00
167	16800.00
168	0.00
169	0.00
170	0.00
171	0.00
172	0.00
173	0.00
174	0.00
175	0.00
176	16800.00
177	16800.00
178	16800.00
179	16800.00
180	16800.00
181	0.00
182	0.00
183	0.00
184	0.00
185	0.00
186	0.00
187	0.00
188	0.00
189	16800.00
190	16800.00
191	16800.00
192	16800.00
193	0.00
194	0.00
195	0.00
196	0.00
197	0.00
198	0.00
199	0.00
200	0.00
201	16800.00
202	16800.00
203	16800.00
204	16800.00
205	16800.00
206	0.00
207	0.00
208	0.00
209	0.00
210	0.00
211	0.00
212	0.00
213	16800.00
214	16800.00
215	16800.00
216	0.00
217	0.00
218	0.00
219	0.00
220	0.00
221	0.00
222	0.00
223	0.00
224	16800.00
225	16800.00
226	16800.00
227	16800.00
228	16800.00
229	16800.00
230	0.00
231	0.00
232	0.00
233	0.00
234	0.00
235	0.00
236	16800.00
237	16800.00
238	16800.00
239	16800.00
240	0.00
241	0.00
242	0.00
243	0.00
244	0.00
245	0.00
246	0.00
247	0.00
248	16800.00
249	16800.00
250	16800.00
251	16800.00
252	16800.00
253	0.00
254	0.00
255	0.00
256	0.00
257	16800.00
258	16800.00
259	16800.00
260	16800.00
261	16800.00
262	0.00
263	0.00
264	0.00
265	0.00
266	0.00
267	0.00
268	0.00
269	0.00
270	0.00
271	16800.00
272	16800.00
273	16800.00
274	16800.00
275	0.00
276	0.00
277	16800.00
278	16800.00
279	16800.00
280	16800.00
281	16800.00
282	16800.00
283	0.00
284	0.00
285	0.00
286	0.00
287	0.00
288	0.00
289	0.00
290	0.00
291	0.00
292	0.00
293	0.00
294	16800.00
295	16800.00
296	16800.00
297	16800.00
298	16800.00
299	0.00
300	0.00
301	16800.00
302	16800.00
303	16800.00
304	16800.00
305	0.00
306	0.00
307	0.00
308	0.00
309	0.00
310	16800.00
311	16800.00
312	16800.00
313	0.00
314	0.00
315	0.00
316	0.00
317	0.00
318	0.00
319	16800.00
320	16800.00
321	16800.00
322	16800.00
323	16800.00
324	0.00
325	0.00
326	0.00
327	0.00
328	16800.00
329	16800.00
330	16800.00
331	16800.00
332	16800.00
333	0.00
334	0.00
335	0.00
336	0.00
337	0.00
338	0.00
339	0.00
340	0.00
341	0.00
342	16800.00
343	16800.00
344	16800.00
345	16800.00
346	0.00
347	0.00
348	16800.00
349	16800.00
350	16800.00
351	16800.00
352	16800.00
353	0.00
354	0.00
355	0.00
356	0.00
357	0.00
358	16800.00
359	16800.00
360	16800.00
361	0.00
362	0.00
363	0.00
364	0.00
365	0.00
366	0.00
367	0.00
368	16800.00
369	16800.00
370	16800.00
371	16800.00
372	16800.00
373	16800.00
374	0.00
375	0.00
376	0.00
377	0.00
378	16800.00
379	16800.00
380	16800.00
381	16800.00
382	16800.00
383	0.00
384	0.00
385	0.00
386	0.00
387	0.00
388	0.00
389	0.00
390	0.00
391	0.00
392	16800.00
393	16800.00
394	16800.00
395	16800.00
396	16800.00
397	0.00
398	0.00
399	0.00
400	0.00
401	0.00
402	0.00
403	0.00
404	16800.00
405	16800.00
406	16800.00
407	16800.00
408	0.00
409	0.00
410	0.00
411	0.00
412	0.00
413	0.00
414	0.00
415	0.00
416	0.00
417	0.00
418	16800.00
419	16800.00
420	16800.00
421	16800.00
422	0.00
423	0.00
424	0.00
425	0.00
426	0.00
427	0.00
428	0.00
429	16800.00
430	16800.00
431	16800.00
432	16800.00
433	0.00
434	0.00
435	0.00
436	0.00
437	0.00
438	0.00
439	0.00
440	0.00
441	16800.00
442	16800.00
443	16800.00
444	16800.00
445	16800.00
446	0.00
447	0.00
448	0.00
449	0.00
450	0.00
451	0.00
452	0.00
453	0.00
454	0.00
455	16800.00
456	16800.00
457	16800.00
458	0.00
459	0.00
460	0.00
461	0.00
462	0.00
463	0.00
464	16800.00
465	16800.00
466	16800.00
467	16800.00
468	16800.00
469	0.00
470	0.00
471	0.00
472	0.00
473	0.00
474	0.00
475	0.00
476	0.00
477	16800.00
478	16800.00
479	16800.00
480	16800.00
481	0.00
482	0.00
483	0.00
484	0.00
485	0.00
486	0.00
487	0.00
488	0.00
489	16800.00
490	16800.00
491	16800.00
492	16800.00
493	0.00
494	0.00
495	0.00
496	0.00
497	0.00
498	0.00
499	0.00
500	0.00
501	16800.00
502	16800.00
503	16800.00
504	16800.00
505	0.00
506	0.00
507	0.00
508	0.00
509	0.00
510	0.00
511	0.00
512	0.00
513	16800.00
514	16800.00
515	16800.00
516	16800.00
517	0.00
518	0.00
519	0.00
520	0.00
521	16800.00
522	16800.00
523	16800.00
524	16800.00
525	16800.00
526	0.00
527	0.00
528	0.00
529	0.00
530	0.00
531	0.00
532	0.00
533	0.00
534	0.00
535	0.00
536	16800.00
537	16800.00
538	16800.00
539	16800.00
540	16800.00
541	0.00
542	0.00
543	0.00
544	0.00
545	0.00
546	16800.00
547	16800.00
548	16800.00
549	16800.00
550	0.00
551	0.00
552	0.00
553	0.00
554	0.00
555	0.00
556	0.00
557	0.00
558	16800.00
559	16800.00
560	16800.00
561	16800.00
562	16800.00
563	0.00
